Date,Hour,Cars,Two,HCVs
15-01-2024,14,38,65,3
15-01-2024,14,36,90,5
15-01-2024,14,47,67,4
15-01-2024,14,40,90,7
15-01-2024,15,21,14,1
15-01-2024,15,58,75,2
15-01-2024,15,29,22,3
15-01-2024,15,7,9,2
15-01-2024,15,56,61,2
15-01-2024,15,3,1,1
15-01-2024,16,50,76,0
15-01-2024,16,30,15,0
15-01-2024,16,41,42,0
15-01-2024,16,3,2,1
15-01-2024,16,20,20,5
15-01-2024,16,1,0,0
15-01-2024,17,29,40,0
15-01-2024,17,14,26,1
15-01-2024,17,48,72,0
15-01-2024,17,4,0,2
15-01-2024,17,41,63,2
15-01-2024,17,41,37,0
15-01-2024,18,10,35,1
15-01-2024,18,66,92,12
15-01-2024,18,38,46,1
15-01-2024,18,7,1,4
15-01-2024,18,55,170,3
15-01-2024,18,59,74,2
15-01-2024,19,47,56,9
15-01-2024,19,6,4,0
15-01-2024,19,11,8,0
15-01-2024,19,52,56,5
15-01-2024,19,53,70,3
15-01-2024,19,31,72,2
15-01-2024,20,21,30,6
15-01-2024,20,38,45,4
15-01-2024,20,5,7,0
15-01-2024,20,1,2,0
15-01-2024,20,21,4,0
15-01-2024,20,4,4,1
15-01-2024,21,4,3,0
15-01-2024,21,23,2,0
15-01-2024,21,45,45,0
15-01-2024,21,27,52,0
15-01-2024,21,14,9,2
15-01-2024,21,30,36,3
15-01-2024,22,44,68,8
15-01-2024,22,36,22,1
15-01-2024,22,12,16,6
15-01-2024,22,37,65,2
15-01-2024,22,40,86,1
15-01-2024,22,0,1,1
15-01-2024,23,1,0,0
15-01-2024,23,42,81,5
15-01-2024,23,10,0,0
15-01-2024,23,48,36,2
15-01-2024,23,43,49,0
16-01-2024,0,49,40,0
16-01-2024,0,1,0,0
16-01-2024,1,0,2,0
16-01-2024,1,5,4,0
16-01-2024,2,21,20,0
16-01-2024,2,65,15,0
16-01-2024,2,40,68,18
16-01-2024,3,18,54,2
16-01-2024,4,47,55,3
16-01-2024,5,41,78,8
16-01-2024,5,43,60,1
16-01-2024,5,3,3,1
16-01-2024,5,3,8,0
16-01-2024,5,1,0,0
16-01-2024,5,7,4,0
16-01-2024,6,46,56,2
16-01-2024,6,1,0,0
16-01-2024,6,43,81,4
16-01-2024,6,31,23,0
16-01-2024,6,53,89,0
16-01-2024,6,28,28,4
16-01-2024,7,13,5,0
16-01-2024,7,65,57,4
16-01-2024,7,7,3,1
16-01-2024,7,41,55,2
16-01-2024,7,49,69,2
16-01-2024,7,28,103,2
16-01-2024,8,19,48,1
16-01-2024,8,36,47,0
16-01-2024,8,75,53,0
16-01-2024,8,33,70,4
16-01-2024,8,36,77,3
16-01-2024,8,6,2,3
16-01-2024,9,48,51,5
16-01-2024,9,11,4,0
16-01-2024,9,18,27,1
16-01-2024,9,25,30,10
16-01-2024,9,2,3,1
16-01-2024,9,2,0,0
16-01-2024,10,14,10,4
16-01-2024,10,38,64,6
16-01-2024,10,27,15,1
16-01-2024,10,39,58,1
16-01-2024,10,8,15,3
16-01-2024,10,8,3,1
16-01-2024,11,43,81,4
16-01-2024,11,22,66,0
16-01-2024,11,27,55,0
16-01-2024,11,36,84,3
16-01-2024,11,1,0,0
16-01-2024,11,54,65,6
16-01-2024,12,33,45,0
16-01-2024,12,72,82,1
16-01-2024,12,1,0,2
16-01-2024,12,35,75,1
16-01-2024,12,78,105,9
16-01-2024,12,4,4,2
16-01-2024,13,4,13,0
16-01-2024,13,22,5,0
16-01-2024,13,4,2,2
16-01-2024,13,30,42,2
16-01-2024,13,37,90,3
16-01-2024,13,1,2,0
16-01-2024,14,54,64,2
16-01-2024,14,1,2,0
16-01-2024,14,2,0,0
16-01-2024,14,28,12,2
16-01-2024,14,48,81,2
16-01-2024,14,3,0,0
16-01-2024,15,25,88,2
16-01-2024,15,45,60,3
16-01-2024,15,28,87,0
16-01-2024,15,9,3,2
16-01-2024,15,48,13,1
16-01-2024,15,43,74,3
16-01-2024,16,31,42,0
16-01-2024,16,21,21,14
16-01-2024,16,31,70,1
16-01-2024,16,28,31,0
16-01-2024,16,38,80,3
16-01-2024,16,25,6,11
16-01-2024,17,2,0,0
16-01-2024,17,50,58,3
16-01-2024,17,37,68,0
16-01-2024,17,0,0,0
16-01-2024,17,35,88,1
16-01-2024,17,40,52,9
16-01-2024,18,73,113,2
16-01-2024,18,88,142,4
16-01-2024,18,55,61,2
16-01-2024,18,0,1,0
16-01-2024,18,35,71,5
16-01-2024,18,64,69,0
16-01-2024,19,38,66,3
16-01-2024,19,35,48,1
16-01-2024,19,1,2,0
16-01-2024,19,39,81,0
16-01-2024,19,34,48,8
16-01-2024,19,82,93,1
16-01-2024,20,40,50,1
16-01-2024,20,43,19,0
16-01-2024,20,2,1,0
16-01-2024,20,35,67,4
16-01-2024,20,33,70,2
16-01-2024,20,53,17,0
16-01-2024,21,45,48,0
16-01-2024,21,32,75,0
16-01-2024,21,1,0,0
16-01-2024,21,55,64,2
16-01-2024,21,21,21,6
16-01-2024,21,68,85,3
16-01-2024,22,48,148,1
16-01-2024,22,45,81,1
16-01-2024,22,47,64,5
16-01-2024,22,70,81,1
16-01-2024,22,21,4,0
16-01-2024,22,60,79,4
16-01-2024,23,3,5,1
16-01-2024,23,60,45,1
16-01-2024,23,2,1,0
16-01-2024,23,54,73,3
16-01-2024,23,56,156,5
17-01-2024,0,0,1,1
17-01-2024,0,2,1,0
17-01-2024,0,14,27,2
17-01-2024,0,19,1,0
17-01-2024,0,4,1,2
17-01-2024,0,60,86,3
17-01-2024,1,29,45,0
17-01-2024,1,9,2,0
17-01-2024,1,35,32,3
17-01-2024,1,15,16,4
17-01-2024,1,27,23,3
17-01-2024,2,30,81,1
17-01-2024,3,57,61,3
17-01-2024,4,44,21,0
17-01-2024,5,45,73,1
17-01-2024,5,4,4,2
17-01-2024,6,12,1,0
17-01-2024,6,3,0,0
17-01-2024,6,47,63,2
17-01-2024,6,0,2,0
17-01-2024,6,24,31,16
17-01-2024,6,47,64,1
17-01-2024,7,29,98,2
17-01-2024,7,13,1,0
17-01-2024,7,42,9,0
17-01-2024,7,24,28,1
17-01-2024,7,10,10,0
17-01-2024,7,33,15,0
17-01-2024,8,2,1,0
17-01-2024,8,39,42,0
17-01-2024,8,6,4,1
17-01-2024,8,20,16,1
17-01-2024,8,50,39,9
17-01-2024,8,34,29,2
17-01-2024,9,6,0,0
17-01-2024,9,27,62,8
17-01-2024,9,36,59,5
17-01-2024,9,1,0,0
17-01-2024,9,24,6,0
17-01-2024,9,38,69,2
17-01-2024,10,95,92,15
17-01-2024,10,56,80,0
17-01-2024,10,37,72,0
17-01-2024,10,38,14,0
17-01-2024,10,43,53,0
17-01-2024,10,33,92,6
17-01-2024,11,9,1,1
17-01-2024,11,1,0,0
17-01-2024,11,17,3,0
17-01-2024,11,36,43,7
17-01-2024,11,2,0,0
17-01-2024,12,1,1,0
17-01-2024,12,3,6,0
17-01-2024,12,40,67,2
17-01-2024,12,14,10,2
17-01-2024,12,13,15,3
17-01-2024,12,5,10,2
17-01-2024,13,47,72,1
17-01-2024,13,22,4,0
17-01-2024,13,8,1,0
17-01-2024,13,1,0,0
17-01-2024,13,37,55,0
17-01-2024,13,29,47,3
17-01-2024,14,53,47,1
17-01-2024,14,2,0,0
17-01-2024,14,38,64,3
17-01-2024,14,37,13,0
17-01-2024,14,37,9,0
17-01-2024,14,47,64,1
17-01-2024,15,16,38,3
17-01-2024,15,64,79,6
17-01-2024,15,37,92,4
17-01-2024,15,8,15,1
17-01-2024,15,39,51,0
17-01-2024,15,1,0,0
17-01-2024,16,6,0,1
17-01-2024,16,3,3,1
17-01-2024,16,5,5,2
17-01-2024,16,1,0,0
17-01-2024,16,13,9,1
17-01-2024,16,3,0,0
17-01-2024,17,81,72,2
17-01-2024,17,56,60,1
17-01-2024,17,6,4,0
17-01-2024,17,42,44,1
17-01-2024,17,30,43,1
17-01-2024,17,38,95,0
17-01-2024,18,39,79,1
17-01-2024,18,3,1,1
17-01-2024,18,55,64,5
17-01-2024,18,87,142,5
17-01-2024,18,2,7,0
17-01-2024,18,1,2,0
17-01-2024,19,50,61,4
17-01-2024,19,6,2,1
17-01-2024,19,48,57,0
17-01-2024,19,3,0,1
17-01-2024,19,32,59,0
17-01-2024,19,91,103,4
17-01-2024,20,22,39,3
17-01-2024,20,27,25,10
17-01-2024,20,51,70,1
17-01-2024,20,3,2,0
17-01-2024,20,30,18,1
17-01-2024,20,28,45,0
17-01-2024,21,41,34,0
17-01-2024,21,41,61,1
17-01-2024,21,41,77,1
17-01-2024,21,2,2,0
17-01-2024,21,19,71,1
17-01-2024,21,38,61,0
17-01-2024,22,29,75,1
17-01-2024,22,0,1,0
17-01-2024,22,1,0,1
17-01-2024,22,15,4,0
17-01-2024,22,33,45,0
17-01-2024,22,7,8,0
17-01-2024,23,49,42,0
17-01-2024,23,16,1,0
17-01-2024,23,37,47,1
17-01-2024,23,37,62,1
17-01-2024,23,8,2,0
17-01-2024,23,4,0,0
18-01-2024,0,0,1,0
18-01-2024,0,35,82,3
18-01-2024,0,22,48,3
18-01-2024,0,1,10,1
18-01-2024,0,40,64,2
18-01-2024,0,24,34,2
18-01-2024,1,26,47,0
18-01-2024,1,42,75,2
18-01-2024,1,20,98,1
18-01-2024,1,26,45,4
18-01-2024,1,72,33,0
18-01-2024,2,59,66,2
18-01-2024,2,38,86,4
18-01-2024,2,53,138,5
18-01-2024,2,49,23,0
18-01-2024,2,47,48,4
18-01-2024,2,45,60,0
18-01-2024,3,3,11,2
18-01-2024,3,4,0,0
18-01-2024,4,1,0,0
18-01-2024,5,61,88,2
18-01-2024,5,52,65,0
18-01-2024,6,37,61,2
18-01-2024,6,34,49,0
18-01-2024,6,49,107,4
18-01-2024,6,10,29,2
18-01-2024,6,27,79,5
18-01-2024,6,34,58,5
18-01-2024,7,14,7,3
18-01-2024,7,11,6,2
18-01-2024,7,3,2,2
18-01-2024,7,53,58,4
18-01-2024,7,60,39,0
18-01-2024,7,56,41,1
18-01-2024,8,35,18,0
18-01-2024,8,28,38,2
18-01-2024,8,32,41,1
18-01-2024,8,1,0,0
18-01-2024,8,6,1,0
18-01-2024,8,12,31,3
18-01-2024,9,39,57,1
18-01-2024,9,29,51,2
18-01-2024,9,37,74,3
18-01-2024,9,51,60,3
18-01-2024,9,52,55,4
18-01-2024,9,49,72,1
18-01-2024,10,38,94,0
18-01-2024,10,44,38,8
18-01-2024,10,24,17,1
18-01-2024,10,52,134,0
18-01-2024,10,42,83,3
18-01-2024,10,10,0,0
18-01-2024,11,0,1,0
18-01-2024,11,50,73,14
18-01-2024,11,19,22,7
18-01-2024,11,37,56,2
18-01-2024,11,7,3,0
18-01-2024,11,47,59,7
18-01-2024,12,7,4,0
18-01-2024,12,67,91,0
18-01-2024,12,43,47,1
18-01-2024,12,31,90,3
18-01-2024,12,87,76,0
18-01-2024,12,18,16,2
18-01-2024,13,37,72,3
18-01-2024,13,18,13,6
18-01-2024,13,41,46,1
18-01-2024,13,63,98,6
18-01-2024,13,29,91,3
18-01-2024,13,0,3,0
18-01-2024,14,70,77,6
18-01-2024,14,37,57,2
18-01-2024,14,73,118,7
18-01-2024,14,17,36,4
18-01-2024,14,29,83,2
18-01-2024,14,14,1,0
18-01-2024,15,42,86,5
18-01-2024,15,45,67,6
18-01-2024,15,10,17,3
18-01-2024,15,73,104,1
18-01-2024,15,40,82,1
18-01-2024,15,37,54,1
18-01-2024,16,4,4,1
18-01-2024,16,32,53,1
18-01-2024,16,1,2,0
18-01-2024,16,39,43,8
18-01-2024,16,2,0,0
18-01-2024,16,20,22,3
18-01-2024,17,37,60,3
18-01-2024,17,31,49,4
18-01-2024,17,47,56,0
18-01-2024,17,38,42,0
18-01-2024,17,0,1,0
18-01-2024,17,53,19,0
18-01-2024,18,22,17,2
18-01-2024,18,3,1,0
18-01-2024,18,35,36,0
18-01-2024,18,42,72,5
18-01-2024,18,8,7,1
18-01-2024,18,90,109,3
18-01-2024,19,47,63,0
18-01-2024,19,50,61,0
18-01-2024,19,34,58,12
18-01-2024,19,37,50,2
18-01-2024,19,38,45,0
18-01-2024,19,4,6,1
18-01-2024,20,4,0,1
18-01-2024,20,27,42,0
18-01-2024,20,6,2,0
18-01-2024,20,89,125,0
18-01-2024,20,60,60,12
18-01-2024,20,50,53,1
18-01-2024,21,21,39,1
18-01-2024,21,69,129,2
18-01-2024,21,7,4,0
18-01-2024,21,69,102,12
18-01-2024,21,10,11,0
18-01-2024,21,71,91,0
18-01-2024,22,30,50,1
18-01-2024,22,37,65,8
18-01-2024,22,42,59,5
18-01-2024,22,43,68,0
18-01-2024,22,31,53,7
18-01-2024,22,41,49,0
18-01-2024,23,7,6,1
18-01-2024,23,63,43,0
18-01-2024,23,43,12,0
18-01-2024,23,35,84,5
18-01-2024,23,2,1,1
18-01-2024,23,46,6,0
